NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_65,Tier 2 emission factor,Passenger Cars,Diesel,Diesel Large-SUV-Executive - Euro 4 - 98/69/EC II,NA,NMVOC,0.014,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_09,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/03,NA,NMVOC,2.06,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_05,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 2020+,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_07,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/00-01,NA,NOx,1.91,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_13,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 2 - 94/12/EEC,NA,NOx,0.229,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/04,NA,NH3,0.002,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_10,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - ECE 15/04,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_11,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Open Loop,NA,NMVOC,0.96,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_12,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 1 - 91/441/EEC,NA,CO,4.88,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-8_01,Tier 1 emission factor,Passenger car,Petrol,,NA,Benzo(k)fluoranthene,0.0000039,g/kg fuel,0.0000039,0.0000039,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-8_02,Tier 1 emission factor,Passenger car,Diesel,,NA,"Indeno(1,2,3-cd)pyrene",0.0000212,g/kg fuel,0.0000405,0.0000111,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-6_02,Tier 1 emission factor,Passenger car,Diesel,,NA,NOx,12.96,g/kg fuel,11.2,13.88,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_79,Tier 2 emission factor,Passenger Cars,Petrol,Hybrid Petrol Medium - Euro 4 and later,NA,NH3,0.0327,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-7_03,Tier 1 emission factor,Passenger car,LPG,,NA,NH3,0.08,g/kg fuel,0.08,0.022,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-6_02,Tier 1 emission factor,Passenger car,Diesel,,NA,TSP,1.1,g/kg fuel,1.1,0.8,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-6_03,Tier 1 emission factor,Passenger car,LPG,,NA,NOx,15.2,g/kg fuel,4.18,34.3,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_03,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 up to 2016,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_03,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 up to 2016,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_04,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 2017-2019,NA,CO,0.67,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_04,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 2017-2019,NA,NMVOC,0.048,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_03,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 6 up to 2016,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_01,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 4 - 98/69/EC II,NA,CO,0.67,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-12_05,Tier 1 emission factor,All vehicles type,E5 4,,NA,CO2,3.125,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.i,"Road transport, passenger cars",Table_3-12_06,Tier 1 emission factor,All vehicles type,E10 4,,NA,CO2,3.061,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.i,"Road transport, passenger cars",Table_3-15_02,Tier 1 fuel consumption,Passenger cars,Diesel,,NA,Fuel consumption,60,g/km,0,0,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_02,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 5 – EC 715/2007,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-15_05,Tier 1 fuel consumption,Passenger cars,CNG,,NA,Fuel consumption,62.6,g/km,0,0,EMEP/EEA Guidebook 2016
1.A.3.b.i,"Road transport, passenger cars",Table_3-12_03,Tier 1 emission factor,All vehicles type,LPG2,,NA,CO2,3.017,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_01,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 4 - 98/69/EC II,NA,NH3,0.0339,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_01,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Mini - Euro 4 - 98/69/EC II,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_29,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 4 - 98/69/EC II,NA,NH3,0.0342,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_29,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 4 - 98/69/EC II,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_30,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 5 – EC 715/2007,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_31,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 up to 2016,NA,CO,0.62,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 2 - 94/12/EEC,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 1 - 91/441/EEC,NA,N2O,0.01,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 1 - 91/441/EEC,NA,NH3,0.0922,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_26,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 1 - 91/441/EEC,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_27,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 2 - 94/12/EEC,NA,CO2,0.53,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_28,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 3 - 98/69/EC I,NA,N2O,0.002,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_31,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 up to 2016,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_35,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/00-01,NA,NMVOC,2.19,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_35,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/00-01,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_36,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - ECE 15/02,NA,Pb,0.0000182,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_32,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Euro 6 2017-2019,NA,NMVOC,0.065,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_34,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Large-SUV-Executive - PRE ECE,NA,NH3,0.002,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 2017-2019,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_19,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 2020+,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_20,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - PRE ECE,NA,N2O,0.01,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_16,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 5 – EC 715/2007,NA,NMVOC,0.048,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_16,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 5 – EC 715/2007,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_18,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 2017-2019,NA,NMVOC,0.048,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_17,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Small - Euro 6 up to 2016,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_25,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - Open Loop,NA,N2O,0.01,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/00-01,NA,NMVOC,2.19,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_21,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/00-01,NA,NH3,0.002,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/02,NA,NMVOC,2.06,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/03,NA,CO,21.1,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/03,NA,NMVOC,2.06,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_23,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/03,NA,NOx,2.51,g/km,,,Calculated using Tier 3 method
1.A.3.b.i,"Road transport, passenger cars",Table_3-17_22,Tier 2 emission factor,Passenger Cars,Petrol,Petrol Medium - ECE 15/02,NA,CO,21.7,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_12,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 2 - 96/69/EEC,NA,NH3,0.0012,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_12,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 2 - 96/69/EEC,NA,NOx,1.22,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_09,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 2021+,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_14,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 4 - 98/69/EC II,NA,CO,0.375,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_18,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2021+,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_14,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 4 - 98/69/EC II,NA,NOx,0.831,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_11,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 1 - 93/59/EEC,NA,NH3,0.0012,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_17,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2018-2020,NA,CO2,0.398,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_18,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2021+,NA,NOx,0.248,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_17,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2018-2020,NA,N2O,0.004,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_17,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2018-2020,NA,NOx,0.496,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_02,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 1 - 93/59/EEC,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-12_03,Tier 1 emission factor,All vehicles type,LPG2,,NA,CO2,3.017,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_17,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2018-2020,NA,NH3,0.0019,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_16,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 up to 2017,NA,Pb,0.00000417,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_17,Tier 2 emission factor,Light commercial vehicles,Diesel,Diesel - Euro 6 2018-2020,NA,CO,0.075,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-12_02,Tier 1 emission factor,All vehicles type,Diesel,,NA,CO2,3.14,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-12_05,Tier 1 emission factor,All vehicles type,E5 4,,NA,CO2,3.125,kg/kg fuel,0,0,CO2 emission factors are based on the carbon content of the fuel and assume 100% oxidation of the fuel
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-5_05,Tier 1 emission factor,Light commercial vehicles,Diesel,,NA,NMVOC,1.54,g/kg fuel,1.29,1.96,EMEP/EEA Guidebook 2016
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_02,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 1 - 93/59/EEC,NA,NH3,0.0758,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-9_04,Tier 1 emission factor,Light commercial vehicles,Petrol,,NA,Benzo(a)pyrene,0.0000042,g/kg fuel,0.0000042,0.0000056,EMEP/EEA Guidebook 2016
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,NMVOC,0.096,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_06,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 5 – EC 715/2007,NA,NMVOC,0.096,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_06,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 5 – EC 715/2007,NA,Pb,0.00000331,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_05,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 4 - 98/69/EC II,NA,NH3,0.0302,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,CO,1.3,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,NH3,0.0123,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,Pb,0.00000331,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_02,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 1 - 93/59/EEC,NA,Pb,0.00000331,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_02,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 1 - 93/59/EEC,NA,CO2,0.596,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_03,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 2 - 96/69/EEC,NA,CO,5.89,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_05,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 4 - 98/69/EC II,NA,Pb,0.00000331,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-19_08,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 2018-2020,NA,N2O,0.0013,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_15,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 5 – EC 715/2007,NA,Benzo(a)pyrene,6.30E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_14,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 4 - 98/69/EC II,NA,"Indeno(1,2,3-cd)pyrene",7.00E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_16,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 6 up to 2017,NA,Benzo(k)fluoranthene,1.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-27_23,Tier 2 fuel consumption,Light commercial vehicles,Diesel,Diesel - Conventional,Na,Fuel consumption,89,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_18,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 6 2021+,NA,Benzo(k)fluoranthene,1.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-27_21,Tier 2 fuel consumption,Light commercial vehicles,Petrol,Petrol - Conventional,Na,Energy Consumption,3.72,MJ/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_05,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 4 - 98/69/EC II,NA,Benzo(k)fluoranthene,2.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_04,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 3 - 98/69/EC I,NA,"Indeno(1,2,3-cd)pyrene",3.90E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_11,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 1 - 93/59/EEC,NA,Benzo(a)pyrene,6.30E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_10,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Conventional,NA,Benzo(k)fluoranthene,0.00000287,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_11,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 1 - 93/59/EEC,NA,"Indeno(1,2,3-cd)pyrene",7.00E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_07,Tier 2 emission factor,Light commercial vehicles,Petrol,Petrol - Euro 6 up to 2017,NA,Benzo(b)fluoranthene,3.60E-07,g/km,,,Calculated using Tier 3 method
1.A.3.b.ii,"Road transport, light duty vehicles",Table_3-20_11,Tier 2 emission factor,Light commercial vehicles,Petrol,Diesel - Euro 1 - 93/59/EEC,NA,Benzo(b)fluoranthene,6.00E-07,g/km,,,Calculated using Tier 3 method
